9,1
9,2
9,3
9,4
9,5
10,6
10,7
10,8
10,9
10,10
6,11
10,11
6,12
10,12
6,13
10,13
6,14
10,14
6,15
10,15
9,16
9,17
9,18
9,19
9,20
102,21
17,22
70,23
32,24
15,25
28,26
43,27
32,28
75,29
100,30
17,31
77,32
61,33
96,34
102,35
75,36
89,37
70,38
94,39
89,40
53,41
77,42
28,43
70,44
32,45
94,46
99,47
89,48
100,49
32,50
99,51
40,52
53,53
102,54
91,55
99,56
43,57
43,58
40,59
24,60
24,61
40,62
100,63
53,64
17,65
75,66
43,67
91,68
100,69
70,70
29,71
49,72
43,73
43,74
28,75
40,76
24,77
43,78
32,79
77,80
70,81
105,82
32,83
61,84
28,85
32,86
61,87
28,88
96,89
17,90
102,91
94,92
15,93
43,94
24,95
105,96
89,97
89,98
96,99
53,100
91,101
17,102
24,103
32,104
29,105
94,106
99,107
77,108
61,109
43,110
100,111
43,112
77,113
40,114
75,115
102,116
96,117
49,118
96,119
105,120
80,121
68,122
80,123
39,124
25,125
39,126
22,127
92,128
22,129
84,130
95,131
25,132
56,133
92,134
45,135
56,136
103,137
39,138
85,139
38,140
25,141
38,142
39,143
106,144
39,145
39,146
101,147
56,148
92,149
65,150
50,151
59,152
84,153
22,154
80,155
95,156
63,157
39,158
80,159
84,160
92,161
22,162
80,163
106,164
25,165
101,166
79,167
68,168
85,169
26,170
92,171
56,172
38,173
63,174
45,175
95,176
39,177
92,178
36,179
56,180
84,181
36,182
101,183
36,184
82,185
101,186
59,187
63,188
68,189
79,190
65,191
79,192
36,193
92,194
42,195
82,196
50,197
79,198
38,199
22,200
42,201
39,202
79,203
26,204
44,205
63,206
63,207
82,208
45,209
95,210
59,211
60,212
59,213
84,214
85,215
26,216
60,217
39,218
65,219
59,220
