1,8
2,8
3,8
4,8
5,8
6,8
14,14
20,14
36,14
93,14
15,16
25,16
48,16
82,16
37,18
45,18
65,20
70,20
73,20
83,20
18,23
27,23
7,30
10,30
30,30
33,30
41,30
50,30
71,30
103,30
106,30
64,31
104,31
21,33
81,35
11,37
22,37
38,37
26,46
40,46
47,46
31,47
44,47
79,47
87,47
54,51
77,51
35,52
89,52
19,54
85,54
86,54
17,57
52,57
72,57
74,57
95,57
55,58
101,58
12,66
69,66
96,66
49,67
68,67
97,67
102,67
32,71
67,71
13,72
62,72
78,72
23,73
66,73
16,74
63,74
88,74
8,78
51,78
59,78
80,78
84,78
34,86
58,86
61,86
99,86
56,87
60,87
92,87
75,88
91,88
9,93
42,93
24,98
76,98
100,98
46,107
98,107
29,108
57,108
28,109
39,109
43,109
53,110
90,110
94,110
105,110
